Sample_id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,Class_10
630,0.0000,0.0000,0.0000,0.9852,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
631,0.0031,0.0402,0.0181,0.0259,0.0007,0.0020,0.0049,0.0001,0.0009,0.0004
632,0.9573,0.0001,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000
633,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
634,0.0160,0.9608,0.0046,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
635,0.8052,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
636,0.0095,0.0407,0.0012,0.6567,0.0009,0.0157,0.0016,0.0018,0.0036,0.0005
637,0.0000,0.0000,0.8827,0.0000,0.0000,0.0003,0.0000,0.0000,0.0000,0.0000
638,0.9948,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
639,0.9615,0.0004,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0001
640,0.5183,0.4239,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
641,0.0512,0.2075,0.0024,0.0000,0.0032,0.0000,0.0021,0.0000,0.0000,0.0010
642,0.0000,0.0000,0.0000,0.9963,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
643,0.0037,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9503,0.0000,0.0000
644,0.0190,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7585,0.0000,0.0000
645,0.9889,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
646,0.9992,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
647,0.0079,0.3802,0.0005,0.0016,0.0000,0.0053,0.0013,0.0001,0.0002,0.0000
648,0.0042,0.0000,0.0000,0.1208,0.0000,0.0000,0.0095,0.0002,0.0000,0.0225
649,0.2342,0.0026,0.0063,0.0066,0.0092,0.0227,0.0014,0.0062,0.0052,0.0012
650,0.9993,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
651,0.0007,0.0001,0.9960,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
652,0.9754,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
653,0.0002,0.0001,0.0023,0.0004,0.0000,0.8970,0.0000,0.0000,0.0008,0.0000
654,0.0000,0.9046,0.0176,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
655,0.0057,0.9632,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000
656,0.5622,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0002,0.0000,0.0006
657,0.0006,0.0000,0.0000,0.0023,0.0000,0.0414,0.0005,0.0001,0.0074,0.0000
658,0.1284,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0069,0.0000,0.0000
659,0.9956,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
660,0.0000,0.0002,0.0003,0.4230,0.0000,0.0004,0.0000,0.0000,0.0005,0.0005
661,0.0000,0.0018,0.9017,0.0000,0.0002,0.0008,0.0000,0.0000,0.0000,0.0000
662,0.5611,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0006
663,0.2908,0.0009,0.0008,0.0005,0.0020,0.0050,0.0006,0.0004,0.0003,0.0005
664,0.0029,0.1315,0.0000,0.0015,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000
665,0.0786,0.2403,0.0037,0.1000,0.0003,0.0713,0.0013,0.0016,0.0048,0.0012
666,0.0517,0.0000,0.0002,0.0000,0.0075,0.0003,0.0003,0.0001,0.0003,0.0003
667,0.0000,0.0000,0.0000,0.0000,0.0014,0.0000,0.0163,0.0000,0.0325,0.0000
668,0.5840,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
669,0.0001,0.0000,0.9307,0.0000,0.0000,0.0000,0.0002,0.0000,0.0048,0.0000
670,0.0095,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.1219,0.0000,0.0005
671,0.0290,0.9434,0.0006,0.0001,0.0000,0.0000,0.0006,0.0000,0.0000,0.0000
672,0.5845,0.3041,0.0008,0.0005,0.0002,0.0000,0.0011,0.0000,0.0000,0.0005
673,0.9999,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
674,0.9749,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
675,0.6813,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000
676,0.9999,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
677,0.9308,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
678,0.9357,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
679,0.6162,0.7046,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
680,0.9999,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
681,0.9998,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
682,0.9823,0.0003,0.0000,0.0006,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000
683,0.9943,0.0000,0.0000,0.0000,0.0000,0.0000,0.0006,0.0000,0.0000,0.0000
684,0.2735,0.2361,0.0001,0.0001,0.0028,0.0000,0.0005,0.0000,0.0000,0.0000
685,0.0000,0.0000,0.0000,0.9923,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
686,0.0068,0.0006,0.0000,0.0142,0.0002,0.0010,0.0024,0.0006,0.0000,0.0001
687,0.2108,0.0042,0.0002,0.0009,0.0022,0.0000,0.0605,0.0009,0.0000,0.0012
688,0.0020,0.0023,0.0032,0.0994,0.0004,0.0265,0.0001,0.0004,0.0001,0.0036
689,0.0002,0.9968,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
690,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
691,0.9316,0.0123,0.0003,0.0005,0.0002,0.0000,0.0048,0.0001,0.0000,0.0000
692,0.1526,0.0099,0.0001,0.0008,0.0003,0.0060,0.0183,0.0007,0.0002,0.0001
693,0.5689,0.0011,0.0010,0.0000,0.0000,0.0000,0.0067,0.0002,0.0000,0.0002
694,0.9594,0.0953,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
695,0.0559,0.0008,0.0001,0.0281,0.0000,0.0071,0.0006,0.0211,0.0000,0.0003
696,0.9075,0.0011,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
697,0.9980,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
698,0.8542,0.0108,0.0000,0.0001,0.0002,0.0003,0.0001,0.0003,0.0001,0.0000
699,0.0381,0.0876,0.0263,0.0107,0.1060,0.0161,0.0050,0.0024,0.0037,0.0060
700,0.3628,0.0269,0.0085,0.0009,0.0000,0.0001,0.0001,0.0001,0.0001,0.0001
701,0.0000,0.9997,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
702,0.0001,0.6097,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
703,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
704,0.3339,0.0003,0.0000,0.0122,0.0000,0.0008,0.0001,0.0000,0.0000,0.0000
705,0.9163,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
706,0.2674,0.3576,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000
707,0.9828,0.0130,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
708,0.0002,0.0000,0.0000,0.0000,0.0000,0.9164,0.0000,0.0000,0.0000,0.0000
709,0.0028,0.5341,0.0003,0.0003,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000
710,0.9210,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
711,0.9596,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
712,0.0375,0.8369,0.0004,0.0027,0.0001,0.0001,0.0063,0.0002,0.0003,0.0000
713,0.9069,0.0015,0.0001,0.0003,0.0016,0.0000,0.0005,0.0020,0.0000,0.0002
714,0.9906,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
715,0.0065,0.0066,0.0094,0.0042,0.0110,0.0760,0.0703,0.0164,0.0142,0.0165
716,0.0612,0.0053,0.0156,0.0060,0.1941,0.0054,0.0152,0.0003,0.0015,0.0004
717,0.9802,0.0015,0.0000,0.0000,0.0002,0.0000,0.0029,0.0000,0.0000,0.0000
718,0.0001,0.0000,0.0003,0.0001,0.0000,0.0005,0.0016,0.0001,0.0596,0.1079
719,0.9997,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
720,0.7317,0.1041,0.0000,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000
721,0.0085,0.0094,0.0015,0.0002,0.0015,0.0034,0.0015,0.0004,0.0001,0.0085
722,0.0001,0.9972,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
723,0.0012,0.0003,0.0002,0.0000,0.0000,0.1315,0.0000,0.0439,0.0001,0.0000
724,0.0013,0.9455,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
725,0.0059,0.7641,0.0173,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
726,0.9742,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
727,0.0000,0.0000,0.0000,0.0000,0.2121,0.0000,0.0000,0.0000,0.0000,0.0000
728,0.4968,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
729,0.9952,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
730,0.4002,0.0026,0.0004,0.0008,0.0001,0.0608,0.0000,0.0011,0.0000,0.0000
731,0.9998,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
732,0.9754,0.0151,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
733,0.1885,0.0008,0.0001,0.0007,0.0016,0.4703,0.0005,0.0001,0.0003,0.0000
734,0.0160,0.0002,0.0000,0.2414,0.0000,0.0003,0.0053,0.0022,0.0000,0.0000
735,0.0253,0.0001,0.0000,0.0006,0.1890,0.0002,0.0035,0.0047,0.0000,0.0001
736,0.9871,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
737,0.8529,0.0106,0.0004,0.0000,0.0005,0.0000,0.0001,0.0001,0.0000,0.0001
738,0.0041,0.9179,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
739,0.0006,0.0003,0.0000,0.0013,0.0000,0.0017,0.0029,0.0001,0.0003,0.0000
740,0.9971,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
741,0.2310,0.0021,0.0000,0.0096,0.0022,0.0003,0.0000,0.0000,0.0000,0.0030
742,0.4169,0.0139,0.0002,0.0015,0.0000,0.0001,0.0000,0.0000,0.0000,0.0001
743,0.0020,0.0087,0.9007,0.0001,0.0000,0.0003,0.0000,0.0003,0.0001,0.0000
744,0.5485,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0080,0.0000,0.0000
745,0.0201,0.0347,0.0009,0.0039,0.0000,0.0011,0.0027,0.0000,0.0000,0.0004
746,0.0102,0.0005,0.9420,0.0000,0.0003,0.0000,0.0004,0.0005,0.0000,0.0000
747,0.0003,0.0002,0.0000,0.2421,0.0000,0.0031,0.0017,0.0000,0.0000,0.0000
748,0.2081,0.0000,0.0000,0.0013,0.0002,0.0000,0.0000,0.0046,0.0000,0.0000
749,0.0975,0.0002,0.0000,0.1263,0.0013,0.0021,0.0005,0.0000,0.0000,0.0000
750,0.4247,0.0018,0.0005,0.0001,0.0006,0.0006,0.0014,0.0041,0.0000,0.0184
751,0.0128,0.0000,0.0000,0.0000,0.0006,0.0236,0.0000,0.0201,0.0000,0.0000
752,0.0001,0.0496,0.9208,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
753,0.0003,0.5967,0.0000,0.0000,0.0000,0.0000,0.0015,0.0000,0.0002,0.0000
754,0.1929,0.0027,0.0125,0.0004,0.0009,0.0024,0.0002,0.0073,0.0001,0.0207
755,0.0000,0.0001,0.0001,0.0000,0.0001,0.0066,0.0001,0.0000,0.8015,0.0001
756,0.2419,0.0009,0.0000,0.0012,0.0000,0.0621,0.0000,0.0002,0.0000,0.0000
757,0.2954,0.0000,0.0000,0.0000,0.0000,0.0232,0.0000,0.0000,0.0000,0.0000
758,0.4334,0.0063,0.0021,0.0002,0.0014,0.0002,0.0083,0.0087,0.0002,0.0010
759,0.0052,0.0000,0.0000,0.0000,0.0000,0.0002,0.0010,0.1769,0.0000,0.0000
760,0.9370,0.0001,0.0000,0.0000,0.0013,0.0000,0.0000,0.0000,0.0000,0.0000
761,0.8527,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
762,0.9996,0.0008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
763,0.9937,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
764,0.0001,0.0000,0.0000,0.0043,0.0000,0.5690,0.0000,0.0001,0.0045,0.0001
765,0.9974,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
766,0.5324,0.1473,0.0000,0.0001,0.0000,0.0005,0.0000,0.0000,0.0002,0.0000
767,0.9782,0.0041,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
768,0.0464,0.0019,0.0001,0.0004,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000
769,0.0037,0.0000,0.0001,0.0001,0.0000,0.0010,0.1227,0.0107,0.0003,0.0010
770,0.9993,0.0074,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
771,0.8479,0.0054,0.0000,0.0000,0.0003,0.0001,0.0000,0.0002,0.0001,0.0000
772,0.7866,0.0832,0.0014,0.0004,0.0001,0.0023,0.0001,0.0016,0.0009,0.0006
773,0.0061,0.0563,0.0007,0.0019,0.0009,0.0003,0.0906,0.0001,0.0001,0.0002
774,0.9998,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
775,0.5520,0.0006,0.0000,0.0005,0.0333,0.0127,0.0006,0.0002,0.0001,0.0001
776,0.0000,0.0004,0.0002,0.1321,0.0001,0.0007,0.0001,0.0002,0.0023,0.0011
777,0.9992,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
778,0.3285,0.0003,0.0000,0.0001,0.0001,0.0022,0.0001,0.0000,0.0000,0.0000
779,0.4996,0.0011,0.0002,0.0000,0.0001,0.0000,0.0040,0.0004,0.0000,0.0008
780,0.0527,0.0039,0.0001,0.0015,0.3085,0.0016,0.0042,0.0010,0.0000,0.0305
781,0.8539,0.0101,0.0001,0.0002,0.0000,0.0001,0.0001,0.0001,0.0000,0.0000
782,0.0109,0.0000,0.0000,0.0000,0.0004,0.0000,0.4984,0.0084,0.0000,0.0001
783,0.9999,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
784,0.0013,0.2121,0.0016,0.0001,0.0020,0.0000,0.0006,0.0000,0.0075,0.0000
785,0.5590,0.1904,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
786,0.9709,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
787,0.0001,0.9892,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
788,0.0015,0.0001,0.9050,0.0000,0.0000,0.0000,0.0005,0.0000,0.0044,0.0000
789,0.8554,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000
790,0.9880,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
791,0.9922,0.1688,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000
792,0.0765,0.0035,0.0000,0.0000,0.0000,0.0000,0.0067,0.0128,0.0000,0.0002
793,0.6883,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0222,0.0000,0.0000
794,0.0000,0.0000,0.9907,0.0000,0.0000,0.0000,0.0000,0.0000,0.0002,0.0000
795,0.5485,0.4942,0.0008,0.0097,0.0046,0.0009,0.0360,0.0013,0.0003,0.0006
796,0.9089,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
797,0.0002,0.0191,0.0041,0.0960,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
798,0.9867,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
799,0.9074,0.0084,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
800,0.3836,0.0001,0.1244,0.0001,0.0001,0.0001,0.0033,0.0010,0.0000,0.0000
801,0.0147,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
802,0.9915,0.0024,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
803,0.0000,0.0000,0.0000,0.0009,0.0000,0.3812,0.0000,0.0000,0.0000,0.0000
804,0.9997,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
805,0.9767,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
806,0.0763,0.3931,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000
807,0.5922,0.0094,0.0008,0.0058,0.0159,0.0001,0.0901,0.0001,0.0000,0.0014
808,0.9935,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
809,0.6831,0.0000,0.0000,0.0000,0.0002,0.0002,0.0000,0.0001,0.0000,0.0000
810,0.0646,0.7840,0.0012,0.0000,0.0001,0.0003,0.0008,0.0001,0.0013,0.0000
811,0.6986,0.0286,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,0.0001,0.0000
812,0.4303,0.0154,0.0092,0.0005,0.0018,0.0000,0.1684,0.0001,0.0001,0.0004
813,0.0000,0.9992,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
814,0.1051,0.0021,0.0001,0.0000,0.0000,0.0000,0.0011,0.0000,0.0000,0.4952
815,0.0001,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
816,0.2084,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
817,0.0001,0.0001,0.0000,0.0001,0.0000,0.6447,0.0000,0.0000,0.0323,0.0000
818,0.8345,0.0000,0.0000,0.0000,0.0000,0.0000,0.0012,0.0000,0.0000,0.0000
819,0.0858,0.0013,0.0002,0.0055,0.0009,0.0280,0.0001,0.0009,0.0001,0.0026
820,0.0055,0.4203,0.0026,0.0080,0.0004,0.0027,0.0001,0.0004,0.0002,0.0001
821,0.4302,0.9402,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
822,0.9977,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
823,0.0000,0.9989,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
824,0.7913,0.0102,0.0006,0.0008,0.0011,0.0007,0.0003,0.0005,0.0003,0.0003
825,0.8382,0.0058,0.0000,0.0001,0.0000,0.0004,0.0000,0.0001,0.0001,0.0000
826,0.0034,0.0033,0.0001,0.7952,0.0001,0.0082,0.0004,0.0000,0.0000,0.0001
827,0.9888,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
828,0.2515,0.1523,0.0080,0.0003,0.0000,0.0000,0.0000,0.0003,0.0000,0.0012
829,0.4163,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1830
830,0.1516,0.2858,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
831,0.7425,0.0450,0.0000,0.0001,0.0000,0.0000,0.0010,0.0000,0.0000,0.0000
832,0.0012,0.0001,0.0005,0.0000,0.0040,0.0001,0.0002,0.0000,0.0066,0.0037
833,0.0013,0.0000,0.0000,0.0000,0.0220,0.0000,0.0003,0.9559,0.0000,0.0000
834,0.0011,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9787,0.0000,0.0000
835,0.0136,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.3839,0.0000,0.0003
836,0.9425,0.0013,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000
837,0.9166,0.0002,0.0001,0.0000,0.0000,0.0000,0.0027,0.0000,0.0000,0.0000
838,0.0508,0.2085,0.0002,0.0007,0.0000,0.0002,0.0003,0.0000,0.0000,0.0000
839,0.0007,0.0027,0.0002,0.1460,0.0060,0.0005,0.0047,0.0000,0.0000,0.0000
840,0.6260,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,0.0000,0.0004
841,0.0616,0.7099,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000
842,0.0944,0.8526,0.0025,0.0002,0.0000,0.0000,0.0043,0.0002,0.0000,0.0010
843,0.3878,0.0125,0.0196,0.0011,0.0024,0.0044,0.0030,0.0559,0.0017,0.0077
844,0.0003,0.9899,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
845,0.1350,0.0002,0.0029,0.0001,0.0000,0.0002,0.0001,0.0000,0.0002,0.0000
846,0.0003,0.0004,0.0000,0.0006,0.0013,0.0010,0.0139,0.0139,0.0011,0.0901
847,0.6336,0.0012,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000
848,0.1212,0.0000,0.0000,0.0024,0.0000,0.0465,0.0000,0.0000,0.0000,0.0000
849,0.0281,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0296,0.0000,0.0048
850,0.0002,0.2520,0.0113,0.0113,0.0000,0.0028,0.0000,0.0000,0.0000,0.0000
851,0.0006,0.5006,0.0000,0.0133,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
852,0.9842,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
853,0.5662,0.5763,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
854,0.6902,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0001,0.0000,0.0000
855,0.9744,0.0000,0.0000,0.0000,0.0017,0.0000,0.0000,0.0008,0.0000,0.0000
856,0.3493,0.1670,0.0004,0.0364,0.0022,0.0151,0.0004,0.0004,0.0001,0.0001
857,0.9740,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
858,0.0000,0.7404,0.0000,0.0000,0.0005,0.0000,0.0001,0.0000,0.0000,0.0000
859,0.0000,0.0003,0.2196,0.0000,0.0000,0.0000,0.0000,0.0000,0.0821,0.0000
860,0.0085,0.0000,0.0000,0.0000,0.0000,0.0017,0.0000,0.0588,0.0000,0.0003
861,0.9988,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
862,0.0026,0.3966,0.0175,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000
863,0.6589,0.4458,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
864,0.9800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
865,0.1722,0.1363,0.0207,0.0003,0.0001,0.0006,0.0017,0.0012,0.0020,0.0001
866,0.0043,0.0004,0.9007,0.0000,0.0004,0.0001,0.0001,0.0000,0.0007,0.0000
867,0.9999,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
868,0.0010,0.1440,0.1290,0.0000,0.0001,0.0000,0.0001,0.0000,0.0000,0.0000
869,0.0011,0.0001,0.0079,0.0001,0.0003,0.3438,0.0004,0.0024,0.0014,0.0001
870,0.0420,0.8914,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
871,0.9400,0.0011,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
872,0.9086,0.0033,0.0003,0.0053,0.0022,0.0001,0.0004,0.0001,0.0000,0.0000
873,0.9999,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
874,0.5928,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0002,0.0000,0.0000
875,0.0045,0.0123,0.0092,0.1866,0.0010,0.0406,0.0054,0.0019,0.0076,0.0096
876,0.0005,0.0034,0.0386,0.0000,0.0000,0.0000,0.0015,0.0000,0.0000,0.0000
877,0.2743,0.0486,0.0008,0.0185,0.0010,0.0034,0.0015,0.0001,0.0000,0.0010
878,0.2711,0.0068,0.0003,0.0006,0.0005,0.0007,0.0004,0.0002,0.0005,0.0001
879,0.5066,0.0000,0.0000,0.0000,0.0002,0.0000,0.0001,0.0001,0.0000,0.0000
880,0.7249,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0048,0.0000,0.0000
881,0.0001,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
882,0.0002,0.0001,0.0000,0.9500,0.0001,0.0004,0.0002,0.0000,0.0000,0.0007
883,0.0000,0.9806,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
884,0.0001,0.9978,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
885,0.0006,0.0004,0.0001,0.0001,0.0006,0.0054,0.0020,0.0188,0.0003,0.1523
886,0.0091,0.1198,0.0126,0.0020,0.0000,0.0117,0.0002,0.0001,0.0024,0.0000
887,0.0000,0.0000,0.0000,0.7391,0.0000,0.0002,0.0000,0.0000,0.0000,0.0044
888,0.9808,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
889,0.0056,0.0004,0.0002,0.0034,0.0000,0.5273,0.0000,0.0010,0.0001,0.0000
890,0.9900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
891,0.5451,0.0376,0.0014,0.0000,0.0000,0.0000,0.0034,0.0000,0.0000,0.0000
892,0.2839,0.0722,0.0008,0.5258,0.0029,0.0018,0.0315,0.0002,0.0001,0.0044
893,0.0181,0.0118,0.0001,0.0374,0.0048,0.0142,0.0003,0.0001,0.0001,0.0000
894,0.3885,0.0089,0.0002,0.0016,0.2730,0.0642,0.0023,0.0155,0.0002,0.0004
895,0.9833,0.0004,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000
896,0.9906,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
897,0.0329,0.0001,0.0000,0.0001,0.4196,0.0000,0.0001,0.0000,0.0000,0.0000
